Ground Truth
(-0.00013796738952247947, -2.6041673103316692e-05, 1.4214982276929)
(-0.00013761939084095832, -1.2215685711596158e-05, 1.4215197752765)
(-0.00013057369639147572, -7.2118159375201865e-06, 1.421513800506519)
(-0.0001334923862592283, 4.57353675929035e-06, 1.4215164697097993)
(-0.00012247671818182203, -2.1069054789955014e-05, 1.4215149022850366)
(-0.00013969673230838543, -2.562155198863454e-05, 1.4215183637492823)
(-0.0001464250470832459, -2.772530520757361e-05, 1.4214914647097807)
(-0.00016022486565649038, -3.4661923614055665e-05, 1.4214754249486767)
(-0.00017704764035339143, -3.1448723625775906e-05, 1.421448215732641)
(-0.00022392797702516085, -3.275701405667894e-05, 1.4214518366464943)
(-0.00020599548301143922, -3.594352316133222e-05, 1.4214861206105143)
(-0.00018607933293794026, -2.4576619206547205e-05, 1.4214738581295334)
(-0.00018121255461299454, -3.4304791203371356e-05, 1.4214680289903145)
(-0.00019824846134603791, -5.821671448165755e-05, 1.4214884923841047)
(-0.0001884007387546323, -4.3874701393315105e-05, 1.4214980787223384)
(-0.00020486760244205698, -4.208510167155058e-05, 1.421525447394818)
(-0.00021592156090441097, -4.715926507970836e-05, 1.4215419701263385)
(-0.00022981188972475685, -6.493066966944008e-05, 1.421540561759023)
(-0.00020764578735149743, -4.0940930877104536e-05, 1.421554083540815)
(-0.00021648757526268378, -4.3666390302067865e-05, 1.4215613161136078)
(-0.00021198141367971158, -5.123350145045008e-05, 1.4215831888296673)
(-0.0002069106273738872, -4.610683306050484e-05, 1.4215776804979996)
(-0.00021036934664436191, -2.593160617563072e-05, 1.4215786126023726)
(-0.00022110561736878362, -1.6847249642545995e-05, 1.421569645885347)
(-0.00022794889807705845, -3.404539801167464e-05, 1.4215466868891449)
(-0.00023376009842584613, -4.070900549849782e-05, 1.421543540085597)
(-0.0002259272578673501, -6.737908729138674e-05, 1.421544332769152)
(-0.00019066501114885746, -7.217120053826735e-05, 1.4215048463491062)
(-0.0002007391248826054, -0.00010083455444498996, 1.4214982436193089)
(-0.00023520492146697958, -0.00010415117137821117, 1.421481896548324)
(-0.00022097814691959087, -0.00010822442483456599, 1.4214817276144749)
(-0.00021499169980159134, -0.00011465836836989561, 1.4214874017070063)
(-0.0001975590527035121, -0.00010763965219798367, 1.4214899119276414)
(-0.00020787248953352348, -0.00011790146340186317, 1.4214476086076062)
(-0.00023032264462610058, -0.00010667263663561702, 1.4214162947637858)
(-0.00022980775966882527, -9.770227949846778e-05, 1.4214258937020103)
(-0.00017612039652981635, -8.785051253678094e-05, 1.4214244716955182)
(-0.0001799803374468406, -0.00010167998785817182, 1.4214057517434735)
(-0.00020503610958041063, -0.00012373658066806975, 1.421393021818429)
(-0.0002033302642536057, -0.00014488116111455065, 1.4213920794670893)
(-0.00020557424414255197, -0.00015388755415641887, 1.421390824470138)
(-0.0002253321709335792, -0.0001314664313021544, 1.4213972761328557)
(-0.00022885095277984854, -0.00013468025860528533, 1.421382960420828)
(-0.0002252792102028935, -0.0001644419244946252, 1.4213859578781225)
(-0.0002123618766066516, -0.00013072432327875094, 1.421381232837795)
(-0.00017960904369175703, -0.00014180721365917733, 1.4213525957573712)
(-0.00017075985588197657, -0.00014893891105590172, 1.4213420612962433)
(-0.00016043771134174423, -0.00016034029645858075, 1.421348669131137)
(-0.00014138278466001744, -0.00015057200814366114, 1.4213223898886385)
(-0.00015272020319911616, -0.00014775127945195057, 1.4213178304204401)
(-0.00013359148853006085, -0.00015285017965595155, 1.421308084286815)
(-0.00011789794903734175, -0.00017796345524578733, 1.421277573602074)
(-9.097817909293496e-05, -0.00021116498777302777, 1.42128953253365)
(-0.00010871433141825497, -0.00018601981800715097, 1.4213049373769224)
(-7.759890424648456e-05, -0.00018689154855748764, 1.4213039875766187)
(-5.517312169242267e-05, -0.00015875666787326683, 1.4213146828039693)
(-5.824497840095683e-05, -0.00013665137149611645, 1.4213126340245306)
(-5.425416511323653e-05, -0.00015563888801426644, 1.4213102657610328)
(-7.968704893709016e-05, -0.00018827600016022963, 1.4213090273131597)
(-8.574044342810828e-05, -0.00020678354293038524, 1.4212783630084391)
(-0.0001190128257671299, -0.00020764224586808407, 1.4212859097220796)
(-0.0001342184011140776, -0.0002192222789390824, 1.4212627998263025)
(-0.00016507399919410735, -0.00019706615501467617, 1.4212473841894544)
(-0.0001954102925607592, -0.00022025922842451243, 1.4212253701817188)
(-0.00020815772114802738, -0.00021595831352760986, 1.4212414232066626)
(-0.00022998406032832935, -0.00023043001542816176, 1.421257315326336)
(-0.000203799740901527, -0.00023898306872559565, 1.4212695690040198)
(-0.00018749649969477007, -0.00024007138781623595, 1.421282313587593)
(-0.00019522608536535484, -0.00025073815271112453, 1.4212947426230473)
(-0.00019395899963187675, -0.0002503584227602474, 1.4212554205706338)
(-0.00020360879199501626, -0.00022945736599645232, 1.4212473982114606)
(-0.0001977309447004307, -0.00020797314196499043, 1.4212300959094142)
(-0.00019619558109504256, -0.0002003115794191334, 1.4212477019978043)
